ds,yhat,yhat_lower,yhat_upper
2024-01-16,4.9840569711286395,4.861028325424388,5.113267463081358
2024-01-17,4.979573705548406,4.847538397146469,5.105647208443555
2024-01-18,4.971560507025731,4.845062126002296,5.093659027553276
2024-01-19,4.968542202934788,4.844720497747831,5.106689440223543
2024-01-22,4.96016188891307,4.83483075859619,5.08909044583465
2024-01-23,4.953163688608921,4.817295239716846,5.081073804227149
2024-01-24,4.9482226160508835,4.819578560187132,5.0705445706626335
2024-01-25,4.939919611122374,4.811696515175813,5.070752623912313
2024-01-26,4.936766313511425,4.809198898000473,5.074502349142869
2024-01-29,4.928783187793908,4.796488254761782,5.066061092139741
2024-01-30,4.9221486690343195,4.78682143128686,5.0499463457907545
2024-01-31,4.9176736993409875,4.790011890772001,5.0460746595025645
2024-02-01,4.909934907899178,4.782160752217084,5.043468813284736
2024-02-02,4.907442263518281,4.78281631208304,5.033208573003839
2024-02-05,4.902040817909135,4.772589002019712,5.03271727505556
2024-02-06,4.896484431792309,4.76917452276694,5.0188557751007465
2024-02-07,4.893208935388296,4.764193172317639,5.024669150270207
2024-02-08,4.886799451986043,4.760644911931187,5.014750803908945
2024-02-09,4.8857740817033655,4.750392168086539,5.011458273229683
2024-02-14,4.881107187446587,4.748614150108318,5.0123554301612945
2024-02-15,4.882057739548101,4.75761235944359,5.008245840050624
2024-02-16,4.888513683274744,4.7603167645694215,5.012452394130264
2024-02-19,4.911344774791436,4.77728054263224,5.030120305476798
2024-02-20,4.915566394638326,4.780034712472022,5.043424570507379
2024-02-21,4.922184050856556,4.794249955768258,5.045468701964663
2024-02-22,4.925729167907738,4.798729144929835,5.047168946585726
2024-02-23,4.934658205038726,4.81272269575657,5.057862978362062
2024-02-26,4.963690238640395,4.844695837171919,5.086034077735344
2024-02-27,4.969410645737099,4.834745576380585,5.094659847347306
2024-02-28,4.977167002855427,4.853309238579077,5.10188606231359
2024-02-29,4.981450945011262,4.856670757801689,5.109014237137687
2024-03-01,4.990684815621351,4.862672087674651,5.116085795158297
2024-03-04,5.017795422724321,4.8838790334011,5.151653870586928
2024-03-05,5.021895802391349,4.901915708101974,5.152268723563508
2024-03-06,5.027549257616941,4.9045264204700025,5.151334979978059
2024-03-07,5.029266852544433,4.899262673691795,5.1539218817634245
2024-03-08,5.0355006772636886,4.9054896449892285,5.156318768134859
2024-03-11,5.051453925765114,4.926399742725481,5.182089555338835
2024-03-12,5.051308754066624,4.916943074101925,5.183870805836247
2024-03-13,5.05256835041457,4.920359995825737,5.173631506453095
2024-03-14,5.049821118610315,4.926576708684573,5.17845232803429
2024-03-15,5.05159990451915,4.924399073065022,5.178790899070134
2024-03-18,5.055068469907265,4.926008268289666,5.179771402283248
2024-03-19,5.051320926717546,4.924724395536444,5.1850231305719445
2024-03-20,5.049380063066253,4.917630516280152,5.170881019063198
